"price","screensize","memorygb","color","cellular","respID","qID","altID","obsID"
"$429","7.9 in","64 GB","Space Grey","WiFi only",237,3,2,1891
"$429","10.2 in","32 GB","Space Grey","WiFi + Cellular",237,3,3,1891
"$559","7.9 in","64 GB","Space Grey","WiFi + Cellular",237,3,4,1891
"$549","10.2 in","128 GB","Rose Gold","WiFi only",237,4,1,1892
"$399","7.9 in","256 GB","Space Grey","WiFi only",237,4,2,1892
"$559","7.9 in","128 GB","Rose Gold","WiFi only",237,4,3,1892
"$459","7.9 in","64 GB","Silver","WiFi + Cellular",237,4,4,1892
"$429","10.2 in","32 GB","Silver","WiFi only",237,5,1,1893
"$399","7.9 in","128 GB","Space Grey","WiFi only",237,5,2,1893
"$679","10.2 in","128 GB","Silver","WiFi only",237,5,3,1893
"$549","10.2 in","128 GB","Space Grey","WiFi only",237,5,4,1893
"$549","10.2 in","64 GB","Rose Gold","WiFi only",237,6,1,1894
"$429","7.9 in","32 GB","Space Grey","WiFi only",237,6,2,1894
"$329","7.9 in","64 GB","Silver","WiFi + Cellular",237,6,3,1894
"$429","10.2 in","256 GB","Rose Gold","WiFi + Cellular",237,6,4,1894
"$529","7.9 in","256 GB","Rose Gold","WiFi + Cellular",237,7,1,1895
"$399","7.9 in","64 GB","Silver","WiFi only",237,7,2,1895
"$459","7.9 in","128 GB","Silver","WiFi + Cellular",237,7,3,1895
"$549","7.9 in","128 GB","Silver","WiFi + Cellular",237,7,4,1895
"$329","10.2 in","256 GB","Space Grey","WiFi + Cellular",237,8,1,1896
"$329","10.2 in","256 GB","Silver","WiFi only",237,8,2,1896
"$529","7.9 in","128 GB","Rose Gold","WiFi only",237,8,3,1896
"$329","7.9 in","256 GB","Rose Gold","WiFi + Cellular",237,8,4,1896
"$559","7.9 in","32 GB","Space Grey","WiFi + Cellular",238,1,1,1897
"$429","10.2 in","32 GB","Rose Gold","WiFi + Cellular",238,1,2,1897
"$679","10.2 in","128 GB","Space Grey","WiFi + Cellular",238,1,3,1897
"$399","10.2 in","128 GB","Rose Gold","WiFi only",238,1,4,1897
"$329","10.2 in","64 GB","Space Grey","WiFi + Cellular",238,2,1,1898
"$529","7.9 in","256 GB","Space Grey","WiFi only",238,2,2,1898
"$459","7.9 in","256 GB","Space Grey","WiFi + Cellular",238,2,3,1898
"$549","10.2 in","64 GB","Rose Gold","WiFi only",238,2,4,1898
"$399","10.2 in","128 GB","Rose Gold","WiFi + Cellular",238,3,1,1899
"$559","7.9 in","256 GB","Rose Gold","WiFi + Cellular",238,3,2,1899
"$459","7.9 in","64 GB","Space Grey","WiFi + Cellular",238,3,3,1899
"$559","7.9 in","128 GB","Rose Gold","WiFi only",238,3,4,1899
"$429","10.2 in","128 GB","Silver","WiFi only",238,4,1,1900
"$549","10.2 in","32 GB","Silver","WiFi only",238,4,2,1900
"$329","10.2 in","128 GB","Space Grey","WiFi only",238,4,3,1900
"$429","10.2 in","32 GB","Space Grey","WiFi + Cellular",238,4,4,1900
"$559","10.2 in","64 GB","Rose Gold","WiFi only",238,5,1,1901
"$529","7.9 in","64 GB","Rose Gold","WiFi only",238,5,2,1901
"$399","10.2 in","128 GB","Rose Gold","WiFi + Cellular",238,5,3,1901
"$529","7.9 in","64 GB","Silver","WiFi + Cellular",238,5,4,1901
"$559","10.2 in","256 GB","Space Grey","WiFi only",238,6,1,1902
"$529","10.2 in","256 GB","Rose Gold","WiFi only",238,6,2,1902
"$399","10.2 in","64 GB","Silver","WiFi only",238,6,3,1902
"$399","10.2 in","128 GB","Silver","WiFi + Cellular",238,6,4,1902
"$549","10.2 in","256 GB","Silver","WiFi only",238,7,1,1903
"$429","7.9 in","64 GB","Rose Gold","WiFi only",238,7,2,1903
"$329","10.2 in","256 GB","Rose Gold","WiFi only",238,7,3,1903
"$549","7.9 in","64 GB","Space Grey","WiFi only",238,7,4,1903
"$529","10.2 in","32 GB","Space Grey","WiFi only",238,8,1,1904
"$459","10.2 in","64 GB","Rose Gold","WiFi only",238,8,2,1904
"$549","7.9 in","256 GB","Rose Gold","WiFi + Cellular",238,8,3,1904
"$679","7.9 in","256 GB","Rose Gold","WiFi + Cellular",238,8,4,1904
"$429","7.9 in","64 GB","Rose Gold","WiFi only",239,1,1,1905
"$329","7.9 in","256 GB","Rose Gold","WiFi + Cellular",239,1,2,1905
"$429","10.2 in","256 GB","Space Grey","WiFi only",239,1,3,1905
"$399","7.9 in","32 GB","Silver","WiFi + Cellular",239,1,4,1905
"$429","10.2 in","32 GB","Space Grey","WiFi only",239,2,1,1906
"$399","7.9 in","128 GB","Space Grey","WiFi + Cellular",239,2,2,1906
"$549","7.9 in","64 GB","Rose Gold","WiFi only",239,2,3,1906
"$429","7.9 in","128 GB","Rose Gold","WiFi only",239,2,4,1906
"$429","10.2 in","256 GB","Space Grey","WiFi only",239,3,1,1907
"$429","7.9 in","128 GB","Silver","WiFi only",239,3,2,1907
"$459","10.2 in","256 GB","Silver","WiFi + Cellular",239,3,3,1907
"$329","10.2 in","128 GB","Rose Gold","WiFi only",239,3,4,1907
"$559","10.2 in","256 GB","Silver","WiFi + Cellular",239,4,1,1908
"$459","10.2 in","64 GB","Silver","WiFi only",239,4,2,1908
"$559","10.2 in","256 GB","Space Grey","WiFi only",239,4,3,1908
"$559","10.2 in","64 GB","Silver","WiFi only",239,4,4,1908
"$459","7.9 in","64 GB","Rose Gold","WiFi + Cellular",239,5,1,1909
"$329","7.9 in","64 GB","Rose Gold","WiFi + Cellular",239,5,2,1909
"$559","10.2 in","256 GB","Space Grey","WiFi + Cellular",239,5,3,1909
"$459","7.9 in","256 GB","Rose Gold","WiFi + Cellular",239,5,4,1909
"$559","10.2 in","128 GB","Space Grey","WiFi + Cellular",239,6,1,1910
"$399","10.2 in","128 GB","Rose Gold","WiFi only",239,6,2,1910
"$459","7.9 in","128 GB","Space Grey","WiFi only",239,6,3,1910
"$679","7.9 in","256 GB","Space Grey","WiFi only",239,6,4,1910
"$399","7.9 in","256 GB","Space Grey","WiFi only",239,7,1,1911
"$459","7.9 in","64 GB","Silver","WiFi + Cellular",239,7,2,1911
"$529","10.2 in","64 GB","Silver","WiFi only",239,7,3,1911
"$329","10.2 in","128 GB","Silver","WiFi only",239,7,4,1911
"$329","10.2 in","128 GB","Silver","WiFi only",239,8,1,1912
"$399","10.2 in","64 GB","Rose Gold","WiFi + Cellular",239,8,2,1912
"$679","7.9 in","64 GB","Space Grey","WiFi only",239,8,3,1912
"$459","10.2 in","128 GB","Rose Gold","WiFi only",239,8,4,1912
"$559","7.9 in","32 GB","Silver","WiFi + Cellular",240,1,1,1913
"$399","7.9 in","128 GB","Silver","WiFi + Cellular",240,1,2,1913
"$679","7.9 in","256 GB","Rose Gold","WiFi + Cellular",240,1,3,1913
"$529","7.9 in","256 GB","Rose Gold","WiFi + Cellular",240,1,4,1913
"$399","7.9 in","256 GB","Rose Gold","WiFi + Cellular",240,2,1,1914
"$429","7.9 in","128 GB","Space Grey","WiFi + Cellular",240,2,2,1914
"$429","10.2 in","256 GB","Rose Gold","WiFi + Cellular",240,2,3,1914
"$429","7.9 in","32 GB","Space Grey","WiFi + Cellular",240,2,4,1914
"$559","7.9 in","64 GB","Space Grey","WiFi only",240,3,1,1915
"$529","7.9 in","256 GB","Rose Gold","WiFi only",240,3,2,1915
"$399","10.2 in","64 GB","Rose Gold","WiFi + Cellular",240,3,3,1915
"$529","10.2 in","32 GB","Rose Gold","WiFi only",240,3,4,1915
"$329","7.9 in","32 GB","Rose Gold","WiFi + Cellular",240,4,1,1916
"$429","7.9 in","128 GB","Rose Gold","WiFi + Cellular",240,4,2,1916
"$329","7.9 in","32 GB","Space Grey","WiFi + Cellular",240,4,3,1916
"$399","7.9 in","32 GB","Space Grey","WiFi + Cellular",240,4,4,1916
"$329","10.2 in","64 GB","Rose Gold","WiFi only",240,5,1,1917
"$459","10.2 in","256 GB","Silver","WiFi + Cellular",240,5,2,1917
"$429","7.9 in","64 GB","Rose Gold","WiFi only",240,5,3,1917
"$679","10.2 in","256 GB","Rose Gold","WiFi only",240,5,4,1917
"$679","10.2 in","64 GB","Space Grey","WiFi + Cellular",240,6,1,1918
"$679","7.9 in","128 GB","Space Grey","WiFi only",240,6,2,1918
"$679","10.2 in","256 GB","Silver","WiFi + Cellular",240,6,3,1918
"$549","10.2 in","32 GB","Silver","WiFi + Cellular",240,6,4,1918
"$459","7.9 in","128 GB","Space Grey","WiFi + Cellular",240,7,1,1919
"$399","7.9 in","32 GB","Rose Gold","WiFi + Cellular",240,7,2,1919
"$529","7.9 in","256 GB","Silver","WiFi only",240,7,3,1919
"$559","10.2 in","128 GB","Space Grey","WiFi + Cellular",240,7,4,1919
"$529","7.9 in","128 GB","Silver","WiFi + Cellular",240,8,1,1920
"$399","7.9 in","64 GB","Silver","WiFi + Cellular",240,8,2,1920
"$559","10.2 in","64 GB","Rose Gold","WiFi + Cellular",240,8,3,1920
"$399","7.9 in","64 GB","Silver","WiFi only",240,8,4,1920
"$559","10.2 in","32 GB","Space Grey","WiFi + Cellular",241,1,1,1921
"$549","10.2 in","32 GB","Rose Gold","WiFi + Cellular",241,1,2,1921
"$549","7.9 in","32 GB","Silver","WiFi only",241,1,3,1921
"$329","7.9 in","32 GB","Rose Gold","WiFi only",241,1,4,1921
"$679","7.9 in","64 GB","Rose Gold","WiFi + Cellular",241,2,1,1922
"$679","10.2 in","256 GB","Silver","WiFi + Cellular",241,2,2,1922
"$549","10.2 in","128 GB","Space Grey","WiFi + Cellular",241,2,3,1922
"$399","7.9 in","32 GB","Rose Gold","WiFi only",241,2,4,1922
"$399","7.9 in","32 GB","Rose Gold","WiFi + Cellular",241,3,1,1923
"$679","10.2 in","256 GB","Silver","WiFi + Cellular",241,3,2,1923
"$549","7.9 in","256 GB","Space Grey","WiFi + Cellular",241,3,3,1923
"$679","10.2 in","128 GB","Silver","WiFi + Cellular",241,3,4,1923
"$549","10.2 in","32 GB","Rose Gold","WiFi + Cellular",241,4,1,1924
"$429","7.9 in","32 GB","Space Grey","WiFi + Cellular",241,4,2,1924
"$549","7.9 in","128 GB","Space Grey","WiFi + Cellular",241,4,3,1924
"$529","7.9 in","32 GB","Rose Gold","WiFi + Cellular",241,4,4,1924
"$679","10.2 in","128 GB","Rose Gold","WiFi only",241,5,1,1925
"$549","10.2 in","128 GB","Rose Gold","WiFi only",241,5,2,1925
"$399","10.2 in","128 GB","Silver","WiFi only",241,5,3,1925
"$459","10.2 in","128 GB","Silver","WiFi + Cellular",241,5,4,1925
"$549","7.9 in","256 GB","Rose Gold","WiFi only",241,6,1,1926
"$329","10.2 in","256 GB","Space Grey","WiFi + Cellular",241,6,2,1926
"$399","7.9 in","128 GB","Silver","WiFi only",241,6,3,1926
"$329","7.9 in","128 GB","Rose Gold","WiFi + Cellular",241,6,4,1926
"$549","10.2 in","128 GB","Silver","WiFi + Cellular",241,7,1,1927
"$399","7.9 in","32 GB","Space Grey","WiFi only",241,7,2,1927
"$399","7.9 in","32 GB","Rose Gold","WiFi + Cellular",241,7,3,1927
"$559","10.2 in","128 GB","Rose Gold","WiFi only",241,7,4,1927
"$399","10.2 in","128 GB","Space Grey","WiFi only",241,8,1,1928
"$529","7.9 in","64 GB","Silver","WiFi only",241,8,2,1928
"$329","10.2 in","64 GB","Silver","WiFi only",241,8,3,1928
"$459","10.2 in","256 GB","Space Grey","WiFi + Cellular",241,8,4,1928
"$329","10.2 in","32 GB","Space Grey","WiFi + Cellular",242,1,1,1929
"$399","10.2 in","128 GB","Space Grey","WiFi + Cellular",242,1,2,1929
"$679","10.2 in","32 GB","Rose Gold","WiFi only",242,1,3,1929
"$429","10.2 in","128 GB","Space Grey","WiFi only",242,1,4,1929
"$549","10.2 in","32 GB","Silver","WiFi + Cellular",242,2,1,1930
"$329","7.9 in","128 GB","Space Grey","WiFi + Cellular",242,2,2,1930
"$459","7.9 in","32 GB","Rose Gold","WiFi only",242,2,3,1930
"$529","7.9 in","32 GB","Space Grey","WiFi + Cellular",242,2,4,1930
"$329","7.9 in","32 GB","Space Grey","WiFi only",242,3,1,1931
"$399","10.2 in","32 GB","Space Grey","WiFi only",242,3,2,1931
"$529","7.9 in","128 GB","Silver","WiFi + Cellular",242,3,3,1931
"$459","7.9 in","32 GB","Space Grey","WiFi only",242,3,4,1931
"$549","10.2 in","64 GB","Space Grey","WiFi only",242,4,1,1932
"$459","10.2 in","64 GB","Rose Gold","WiFi only",242,4,2,1932
"$549","10.2 in","64 GB","Rose Gold","WiFi + Cellular",242,4,3,1932
"$549","10.2 in","64 GB","Space Grey","WiFi only",242,4,4,1932
"$399","10.2 in","256 GB","Space Grey","WiFi only",242,5,1,1933
"$329","7.9 in","64 GB","Rose Gold","WiFi only",242,5,2,1933
"$459","7.9 in","128 GB","Space Grey","WiFi + Cellular",242,5,3,1933
"$399","7.9 in","32 GB","Silver","WiFi only",242,5,4,1933
"$529","7.9 in","32 GB","Space Grey","WiFi only",242,6,1,1934
"$459","10.2 in","32 GB","Rose Gold","WiFi + Cellular",242,6,2,1934
"$549","7.9 in","32 GB","Silver","WiFi only",242,6,3,1934
"$559","7.9 in","256 GB","Space Grey","WiFi only",242,6,4,1934
"$399","10.2 in","256 GB","Rose Gold","WiFi only",242,7,1,1935
"$329","10.2 in","32 GB","Silver","WiFi + Cellular",242,7,2,1935
"$459","7.9 in","64 GB","Silver","WiFi + Cellular",242,7,3,1935
"$559","7.9 in","256 GB","Space Grey","WiFi only",242,7,4,1935
"$429","7.9 in","64 GB","Space Grey","WiFi + Cellular",242,8,1,1936
"$559","7.9 in","64 GB","Space Grey","WiFi + Cellular",242,8,2,1936
"$529","10.2 in","128 GB","Space Grey","WiFi + Cellular",242,8,3,1936
"$459","10.2 in","256 GB","Space Grey","WiFi + Cellular",242,8,4,1936
"$529","10.2 in","64 GB","Space Grey","WiFi + Cellular",243,1,1,1937
"$429","10.2 in","128 GB","Silver","WiFi + Cellular",243,1,2,1937
"$429","7.9 in","128 GB","Rose Gold","WiFi + Cellular",243,1,3,1937
"$429","7.9 in","32 GB","Silver","WiFi only",243,1,4,1937
"$329","10.2 in","64 GB","Silver","WiFi + Cellular",243,2,1,1938
"$459","7.9 in","256 GB","Rose Gold","WiFi only",243,2,2,1938
"$679","7.9 in","32 GB","Rose Gold","WiFi + Cellular",243,2,3,1938
"$429","10.2 in","256 GB","Space Grey","WiFi only",243,2,4,1938
"$679","7.9 in","128 GB","Rose Gold","WiFi only",243,3,1,1939
"$529","10.2 in","128 GB","Silver","WiFi + Cellular",243,3,2,1939
"$399","7.9 in","128 GB","Space Grey","WiFi only",243,3,3,1939
"$459","7.9 in","256 GB","Silver","WiFi only",243,3,4,1939
"$529","7.9 in","256 GB","Rose Gold","WiFi only",243,4,1,1940
"$559","10.2 in","256 GB","Space Grey","WiFi + Cellular",243,4,2,1940
"$679","7.9 in","64 GB","Silver","WiFi only",243,4,3,1940
"$399","10.2 in","32 GB","Silver","WiFi only",243,4,4,1940
"$559","10.2 in","256 GB","Space Grey","WiFi only",243,5,1,1941
"$429","7.9 in","32 GB","Space Grey","WiFi only",243,5,2,1941
"$679","10.2 in","32 GB","Silver","WiFi + Cellular",243,5,3,1941
"$329","7.9 in","64 GB","Silver","WiFi + Cellular",243,5,4,1941
"$399","10.2 in","32 GB","Rose Gold","WiFi only",243,6,1,1942
"$549","7.9 in","64 GB","Space Grey","WiFi only",243,6,2,1942
"$429","10.2 in","64 GB","Silver","WiFi + Cellular",243,6,3,1942
"$529","10.2 in","128 GB","Silver","WiFi + Cellular",243,6,4,1942
"$329","7.9 in","32 GB","Silver","WiFi + Cellular",243,7,1,1943
"$329","10.2 in","256 GB","Silver","WiFi only",243,7,2,1943
"$459","10.2 in","32 GB","Rose Gold","WiFi + Cellular",243,7,3,1943
"$549","10.2 in","32 GB","Rose Gold","WiFi only",243,7,4,1943
"$549","10.2 in","128 GB","Rose Gold","WiFi only",243,8,1,1944
"$459","10.2 in","256 GB","Rose Gold","WiFi only",243,8,2,1944
"$329","10.2 in","64 GB","Rose Gold","WiFi + Cellular",243,8,3,1944
"$559","7.9 in","256 GB","Space Grey","WiFi + Cellular",243,8,4,1944
"$399","7.9 in","128 GB","Rose Gold","WiFi only",244,1,1,1945
"$679","7.9 in","256 GB","Space Grey","WiFi + Cellular",244,1,2,1945
"$429","10.2 in","64 GB","Rose Gold","WiFi + Cellular",244,1,3,1945
"$529","7.9 in","32 GB","Rose Gold","WiFi + Cellular",244,1,4,1945
"$399","10.2 in","32 GB","Silver","WiFi only",244,2,1,1946
"$529","10.2 in","128 GB","Silver","WiFi only",244,2,2,1946
"$329","10.2 in","256 GB","Space Grey","WiFi + Cellular",244,2,3,1946
"$399","10.2 in","64 GB","Rose Gold","WiFi + Cellular",244,2,4,1946
"$559","10.2 in","64 GB","Silver","WiFi + Cellular",244,3,1,1947
"$459","10.2 in","256 GB","Silver","WiFi only",244,3,2,1947
"$559","7.9 in","256 GB","Silver","WiFi + Cellular",244,3,3,1947
"$679","7.9 in","32 GB","Space Grey","WiFi + Cellular",244,3,4,1947
"$529","7.9 in","64 GB","Rose Gold","WiFi + Cellular",244,4,1,1948
"$679","7.9 in","32 GB","Rose Gold","WiFi only",244,4,2,1948
"$679","10.2 in","128 GB","Rose Gold","WiFi + Cellular",244,4,3,1948
"$559","7.9 in","256 GB","Silver","WiFi only",244,4,4,1948
"$679","7.9 in","32 GB","Silver","WiFi only",244,5,1,1949
"$429","10.2 in","64 GB","Rose Gold","WiFi + Cellular",244,5,2,1949
"$329","10.2 in","32 GB","Silver","WiFi only",244,5,3,1949
"$679","7.9 in","256 GB","Rose Gold","WiFi only",244,5,4,1949
"$429","10.2 in","32 GB","Space Grey","WiFi only",244,6,1,1950
"$429","10.2 in","256 GB","Space Grey","WiFi only",244,6,2,1950
"$529","7.9 in","256 GB","Space Grey","WiFi + Cellular",244,6,3,1950
"$429","10.2 in","32 GB","Silver","WiFi + Cellular",244,6,4,1950
"$429","7.9 in","64 GB","Silver","WiFi only",244,7,1,1951
"$529","7.9 in","256 GB","Silver","WiFi only",244,7,2,1951
"$429","10.2 in","64 GB","Space Grey","WiFi only",244,7,3,1951
"$559","10.2 in","128 GB","Space Grey","WiFi only",244,7,4,1951
"$549","7.9 in","32 GB","Silver","WiFi + Cellular",244,8,1,1952
"$529","10.2 in","128 GB","Rose Gold","WiFi + Cellular",244,8,2,1952
"$679","7.9 in","64 GB","Silver","WiFi only",244,8,3,1952
"$329","7.9 in","64 GB","Silver","WiFi only",244,8,4,1952
"$459","10.2 in","32 GB","Space Grey","WiFi only",245,1,1,1953
"$329","10.2 in","128 GB","Rose Gold","WiFi only",245,1,2,1953
"$329","7.9 in","64 GB","Rose Gold","WiFi only",245,1,3,1953
"$549","10.2 in","256 GB","Space Grey","WiFi only",245,1,4,1953
"$459","10.2 in","32 GB","Space Grey","WiFi only",245,2,1,1954
"$429","10.2 in","256 GB","Rose Gold","WiFi + Cellular",245,2,2,1954
"$399","7.9 in","128 GB","Space Grey","WiFi + Cellular",245,2,3,1954
"$549","10.2 in","256 GB","Silver","WiFi only",245,2,4,1954
"$559","7.9 in","128 GB","Rose Gold","WiFi + Cellular",245,3,1,1955
"$549","10.2 in","128 GB","Space Grey","WiFi + Cellular",245,3,2,1955
"$429","10.2 in","128 GB","Space Grey","WiFi + Cellular",245,3,3,1955
"$429","7.9 in","256 GB","Silver","WiFi only",245,3,4,1955
"$399","10.2 in","64 GB","Space Grey","WiFi + Cellular",245,4,1,1956
"$549","10.2 in","64 GB","Rose Gold","WiFi + Cellular",245,4,2,1956
"$549","7.9 in","128 GB","Space Grey","WiFi only",245,4,3,1956
"$329","7.9 in","256 GB","Space Grey","WiFi + Cellular",245,4,4,1956
"$399","7.9 in","32 GB","Space Grey","WiFi only",245,5,1,1957
"$429","7.9 in","32 GB","Space Grey","WiFi + Cellular",245,5,2,1957
"$679","7.9 in","32 GB","Rose Gold","WiFi + Cellular",245,5,3,1957
"$679","10.2 in","128 GB","Silver","WiFi + Cellular",245,5,4,1957
"$429","7.9 in","32 GB","Space Grey","WiFi + Cellular",245,6,1,1958
"$559","10.2 in","32 GB","Space Grey","WiFi only",245,6,2,1958
"$429","7.9 in","32 GB","Silver","WiFi + Cellular",245,6,3,1958
"$529","7.9 in","64 GB","Space Grey","WiFi only",245,6,4,1958
"$549","7.9 in","128 GB","Space Grey","WiFi + Cellular",245,7,1,1959
"$329","7.9 in","256 GB","Space Grey","WiFi only",245,7,2,1959
"$549","7.9 in","256 GB","Silver","WiFi only",245,7,3,1959
"$559","7.9 in","256 GB","Silver","WiFi + Cellular",245,7,4,1959
"$459","7.9 in","256 GB","Rose Gold","WiFi + Cellular",245,8,1,1960
"$459","7.9 in","64 GB","Rose Gold","WiFi + Cellular",245,8,2,1960
"$549","7.9 in","128 GB","Rose Gold","WiFi + Cellular",245,8,3,1960
"$529","7.9 in","64 GB","Rose Gold","WiFi + Cellular",245,8,4,1960
"$459","10.2 in","64 GB","Space Grey","WiFi + Cellular",246,1,1,1961
"$529","10.2 in","128 GB","Space Grey","WiFi + Cellular",246,1,2,1961
"$399","7.9 in","128 GB","Silver","WiFi only",246,1,3,1961
"$399","7.9 in","64 GB","Rose Gold","WiFi + Cellular",246,1,4,1961
"$429","10.2 in","32 GB","Rose Gold","WiFi only",246,2,1,1962
"$679","10.2 in","64 GB","Silver","WiFi only",246,2,2,1962
"$549","7.9 in","64 GB","Space Grey","WiFi only",246,2,3,1962
"$559","10.2 in","128 GB","Silver","WiFi + Cellular",246,2,4,1962
"$679","7.9 in","256 GB","Rose Gold","WiFi only",246,3,1,1963
"$679","7.9 in","256 GB","Silver","WiFi + Cellular",246,3,2,1963
"$429","10.2 in","64 GB","Silver","WiFi only",246,3,3,1963
"$549","7.9 in","256 GB","Space Grey","WiFi + Cellular",246,3,4,1963
"$549","10.2 in","32 GB","Silver","WiFi + Cellular",246,4,1,1964
"$459","10.2 in","32 GB","Silver","WiFi only",246,4,2,1964
"$459","10.2 in","128 GB","Silver","WiFi only",246,4,3,1964
"$329","7.9 in","256 GB","Rose Gold","WiFi + Cellular",246,4,4,1964
"$329","7.9 in","64 GB","Space Grey","WiFi + Cellular",246,5,1,1965
"$329","7.9 in","128 GB","Rose Gold","WiFi + Cellular",246,5,2,1965
"$459","10.2 in","128 GB","Silver","WiFi + Cellular",246,5,3,1965
"$549","7.9 in","32 GB","Silver","WiFi only",246,5,4,1965
"$529","7.9 in","32 GB","Space Grey","WiFi + Cellular",246,6,1,1966
"$529","7.9 in","32 GB","Rose Gold","WiFi only",246,6,2,1966
"$559","7.9 in","128 GB","Silver","WiFi only",246,6,3,1966
"$459","10.2 in","32 GB","Silver","WiFi only",246,6,4,1966
"$549","10.2 in","128 GB","Silver","WiFi only",246,7,1,1967
"$399","7.9 in","32 GB","Silver","WiFi + Cellular",246,7,2,1967
"$679","10.2 in","32 GB","Space Grey","WiFi + Cellular",246,7,3,1967
"$529","7.9 in","64 GB","Silver","WiFi + Cellular",246,7,4,1967
"$429","7.9 in","32 GB","Rose Gold","WiFi only",246,8,1,1968
"$429","7.9 in","256 GB","Space Grey","WiFi only",246,8,2,1968
"$329","10.2 in","64 GB","Space Grey","WiFi only",246,8,3,1968
"$549","10.2 in","128 GB","Space Grey","WiFi + Cellular",246,8,4,1968
"$399","10.2 in","256 GB","Silver","WiFi + Cellular",247,1,1,1969
"$429","10.2 in","32 GB","Rose Gold","WiFi + Cellular",247,1,2,1969
"$459","10.2 in","256 GB","Space Grey","WiFi + Cellular",247,1,3,1969
"$559","10.2 in","256 GB","Space Grey","WiFi + Cellular",247,1,4,1969
"$559","7.9 in","64 GB","Space Grey","WiFi + Cellular",247,2,1,1970
"$429","7.9 in","64 GB","Space Grey","WiFi + Cellular",247,2,2,1970
"$399","7.9 in","256 GB","Space Grey","WiFi + Cellular",247,2,3,1970
"$549","10.2 in","128 GB","Silver","WiFi only",247,2,4,1970
"$329","10.2 in","32 GB","Space Grey","WiFi + Cellular",247,3,1,1971
"$429","10.2 in","64 GB","Silver","WiFi + Cellular",247,3,2,1971
"$529","10.2 in","256 GB","Rose Gold","WiFi only",247,3,3,1971
"$329","7.9 in","64 GB","Rose Gold","WiFi only",247,3,4,1971
"$399","7.9 in","256 GB","Rose Gold","WiFi + Cellular",247,4,1,1972
"$679","10.2 in","128 GB","Space Grey","WiFi + Cellular",247,4,2,1972
"$399","10.2 in","64 GB","Silver","WiFi only",247,4,3,1972
"$399","10.2 in","32 GB","Silver","WiFi + Cellular",247,4,4,1972
"$559","10.2 in","256 GB","Rose Gold","WiFi + Cellular",247,5,1,1973
"$459","7.9 in","64 GB","Space Grey","WiFi only",247,5,2,1973
"$529","7.9 in","128 GB","Rose Gold","WiFi + Cellular",247,5,3,1973
"$529","7.9 in","128 GB","Space Grey","WiFi only",247,5,4,1973
"$329","7.9 in","128 GB","Space Grey","WiFi + Cellular",247,6,1,1974
"$459","10.2 in","64 GB","Rose Gold","WiFi + Cellular",247,6,2,1974
"$329","10.2 in","64 GB","Space Grey","WiFi + Cellular",247,6,3,1974
"$459","10.2 in","256 GB","Rose Gold","WiFi only",247,6,4,1974
"$399","7.9 in","256 GB","Rose Gold","WiFi + Cellular",247,7,1,1975
"$459","7.9 in","128 GB","Space Grey","WiFi + Cellular",247,7,2,1975
"$549","10.2 in","64 GB","Space Grey","WiFi only",247,7,3,1975
"$679","7.9 in","32 GB","Silver","WiFi + Cellular",247,7,4,1975
"$529","10.2 in","32 GB","Silver","WiFi only",247,8,1,1976
"$329","7.9 in","64 GB","Rose Gold","WiFi + Cellular",247,8,2,1976
"$549","10.2 in","32 GB","Silver","WiFi + Cellular",247,8,3,1976
"$549","10.2 in","64 GB","Silver","WiFi + Cellular",247,8,4,1976
"$329","10.2 in","256 GB","Silver","WiFi only",248,1,1,1977
"$429","7.9 in","64 GB","Space Grey","WiFi only",248,1,2,1977
"$459","10.2 in","64 GB","Space Grey","WiFi + Cellular",248,1,3,1977
"$399","7.9 in","256 GB","Space Grey","WiFi + Cellular",248,1,4,1977
"$329","7.9 in","256 GB","Silver","WiFi + Cellular",248,2,1,1978
"$459","7.9 in","128 GB","Silver","WiFi only",248,2,2,1978
"$559","10.2 in","32 GB","Rose Gold","WiFi only",248,2,3,1978
"$459","7.9 in","64 GB","Space Grey","WiFi + Cellular",248,2,4,1978
"$459","7.9 in","128 GB","Silver","WiFi + Cellular",248,3,1,1979
"$559","10.2 in","32 GB","Rose Gold","WiFi + Cellular",248,3,2,1979
"$429","10.2 in","64 GB","Rose Gold","WiFi only",248,3,3,1979
"$329","10.2 in","64 GB","Space Grey","WiFi only",248,3,4,1979
"$559","7.9 in","256 GB","Space Grey","WiFi + Cellular",248,4,1,1980
"$559","7.9 in","32 GB","Space Grey","WiFi only",248,4,2,1980
"$549","10.2 in","64 GB","Silver","WiFi + Cellular",248,4,3,1980
"$329","10.2 in","32 GB","Silver","WiFi only",248,4,4,1980
"$399","7.9 in","64 GB","Silver","WiFi + Cellular",248,5,1,1981
"$459","10.2 in","32 GB","Silver","WiFi only",248,5,2,1981
"$459","10.2 in","256 GB","Rose Gold","WiFi only",248,5,3,1981
"$399","10.2 in","32 GB","Silver","WiFi + Cellular",248,5,4,1981
"$329","7.9 in","32 GB","Space Grey","WiFi + Cellular",248,6,1,1982
"$679","10.2 in","32 GB","Rose Gold","WiFi + Cellular",248,6,2,1982
"$549","7.9 in","256 GB","Rose Gold","WiFi + Cellular",248,6,3,1982
"$329","7.9 in","64 GB","Rose Gold","WiFi only",248,6,4,1982
"$679","10.2 in","128 GB","Rose Gold","WiFi + Cellular",248,7,1,1983
"$459","10.2 in","32 GB","Rose Gold","WiFi + Cellular",248,7,2,1983
