"type","price","freshness","respID","qID","altID","obsID"
"Gala",4,"Excellent",101,5,2,605
"Honeycrisp",3.5,"Poor",101,6,1,606
"Honeycrisp",1.5,"Excellent",101,6,2,606
"Honeycrisp",1.5,"Average",102,1,1,607
"Pink Lady",2.5,"Excellent",102,1,2,607
"Pink Lady",2,"Average",102,2,1,608
"Fuji",1,"Excellent",102,2,2,608
"Pink Lady",2.5,"Excellent",102,3,1,609
"Pink Lady",3,"Excellent",102,3,2,609
"Fuji",1,"Poor",102,4,1,610
"Fuji",2,"Excellent",102,4,2,610
"Pink Lady",1,"Excellent",102,5,1,611
"Fuji",2.5,"Excellent",102,5,2,611
"Pink Lady",3.5,"Excellent",102,6,1,612
"Gala",3,"Poor",102,6,2,612
"Pink Lady",3,"Poor",103,1,1,613
"Honeycrisp",2.5,"Average",103,1,2,613
"Red Delicious",2,"Poor",103,2,1,614
"Red Delicious",2.5,"Poor",103,2,2,614
"Honeycrisp",1,"Poor",103,3,1,615
"Gala",3,"Poor",103,3,2,615
"Fuji",3.5,"Average",103,4,1,616
"Gala",2,"Average",103,4,2,616
"Red Delicious",2.5,"Average",103,5,1,617
"Red Delicious",3.5,"Average",103,5,2,617
"Red Delicious",2,"Excellent",103,6,1,618
"Fuji",3,"Excellent",103,6,2,618
"Red Delicious",4,"Average",104,1,1,619
"Pink Lady",2,"Poor",104,1,2,619
"Gala",1,"Average",104,2,1,620
"Red Delicious",2.5,"Excellent",104,2,2,620
"Gala",1,"Excellent",104,3,1,621
"Fuji",3,"Excellent",104,3,2,621
"Gala",2.5,"Average",104,4,1,622
"Honeycrisp",1,"Excellent",104,4,2,622
"Gala",2,"Poor",104,5,1,623
"Gala",4,"Poor",104,5,2,623
"Red Delicious",3,"Average",104,6,1,624
"Red Delicious",3,"Poor",104,6,2,624
"Fuji",4,"Poor",105,1,1,625
"Pink Lady",3,"Average",105,1,2,625
"Honeycrisp",1,"Average",105,2,1,626
"Honeycrisp",3,"Excellent",105,2,2,626
"Fuji",2.5,"Excellent",105,3,1,627
"Honeycrisp",2,"Poor",105,3,2,627
"Honeycrisp",3,"Average",105,4,1,628
"Gala",2.5,"Poor",105,4,2,628
"Red Delicious",1,"Average",105,5,1,629
"Fuji",2.5,"Poor",105,5,2,629
"Fuji",1.5,"Average",105,6,1,630
"Honeycrisp",3,"Average",105,6,2,630
"Honeycrisp",1,"Average",106,1,1,631
"Pink Lady",1,"Excellent",106,1,2,631
"Red Delicious",4,"Poor",106,2,1,632
"Gala",3,"Poor",106,2,2,632
"Red Delicious",3.5,"Poor",106,3,1,633
"Red Delicious",4,"Average",106,3,2,633
"Red Delicious",3,"Excellent",106,4,1,634
"Fuji",2,"Average",106,4,2,634
"Honeycrisp",1,"Excellent",106,5,1,635
"Honeycrisp",2,"Excellent",106,5,2,635
"Red Delicious",4,"Poor",106,6,1,636
"Pink Lady",4,"Average",106,6,2,636
"Gala",1,"Poor",107,1,1,637
"Fuji",1,"Poor",107,1,2,637
"Fuji",3,"Excellent",107,2,1,638
"Pink Lady",2,"Poor",107,2,2,638
"Pink Lady",3.5,"Poor",107,3,1,639
"Pink Lady",3.5,"Excellent",107,3,2,639
"Red Delicious",3.5,"Average",107,4,1,640
"Pink Lady",3,"Excellent",107,4,2,640
"Pink Lady",4,"Average",107,5,1,641
"Pink Lady",1.5,"Excellent",107,5,2,641
"Red Delicious",2,"Average",107,6,1,642
"Red Delicious",1.5,"Poor",107,6,2,642
"Red Delicious",2.5,"Poor",108,1,1,643
"Honeycrisp",1,"Poor",108,1,2,643
"Fuji",3.5,"Poor",108,2,1,644
"Honeycrisp",2.5,"Average",108,2,2,644
"Fuji",3,"Excellent",108,3,1,645
"Honeycrisp",1,"Excellent",108,3,2,645
"Fuji",3,"Average",108,4,1,646
"Fuji",3,"Excellent",108,4,2,646
"Gala",3.5,"Excellent",108,5,1,647
"Fuji",2,"Average",108,5,2,647
"Red Delicious",2,"Excellent",108,6,1,648
"Gala",2.5,"Excellent",108,6,2,648
"Fuji",2.5,"Poor",109,1,1,649
"Gala",1,"Excellent",109,1,2,649
"Red Delicious",2,"Poor",109,2,1,650
"Fuji",3.5,"Average",109,2,2,650
"Red Delicious",3.5,"Poor",109,3,1,651
"Gala",3.5,"Poor",109,3,2,651
"Honeycrisp",4,"Excellent",109,4,1,652
"Red Delicious",2,"Poor",109,4,2,652
"Gala",3,"Average",109,5,1,653
"Fuji",1.5,"Poor",109,5,2,653
"Fuji",2.5,"Average",109,6,1,654
"Honeycrisp",1,"Average",109,6,2,654
"Pink Lady",2,"Poor",110,1,1,655
"Red Delicious",4,"Excellent",110,1,2,655
"Fuji",3.5,"Poor",110,2,1,656
"Fuji",2,"Excellent",110,2,2,656
"Gala",2.5,"Average",110,3,1,657
"Honeycrisp",1.5,"Excellent",110,3,2,657
"Honeycrisp",3,"Poor",110,4,1,658
"Red Delicious",4,"Average",110,4,2,658
"Fuji",1,"Excellent",110,5,1,659
"Fuji",2,"Excellent",110,5,2,659
"Pink Lady",4,"Average",110,6,1,660
"Pink Lady",2,"Excellent",110,6,2,660
"Honeycrisp",2,"Average",111,1,1,661
"Pink Lady",2,"Poor",111,1,2,661
"Honeycrisp",3,"Average",111,2,1,662
"Pink Lady",1.5,"Poor",111,2,2,662
"Pink Lady",3.5,"Poor",111,3,1,663
"Fuji",1.5,"Average",111,3,2,663
"Red Delicious",1.5,"Average",111,4,1,664
"Gala",3.5,"Average",111,4,2,664
"Gala",3.5,"Poor",111,5,1,665
"Honeycrisp",1.5,"Excellent",111,5,2,665
"Fuji",3.5,"Poor",111,6,1,666
"Honeycrisp",4,"Poor",111,6,2,666
"Red Delicious",2.5,"Average",112,1,1,667
"Honeycrisp",4,"Average",112,1,2,667
"Gala",1.5,"Excellent",112,2,1,668
"Honeycrisp",2.5,"Poor",112,2,2,668
"Honeycrisp",2.5,"Average",112,3,1,669
"Pink Lady",4,"Average",112,3,2,669
"Pink Lady",3,"Average",112,4,1,670
"Honeycrisp",4,"Poor",112,4,2,670
"Pink Lady",2,"Average",112,5,1,671
"Fuji",2.5,"Excellent",112,5,2,671
"Honeycrisp",1.5,"Average",112,6,1,672
"Gala",2,"Average",112,6,2,672
"Gala",3.5,"Excellent",113,1,1,673
"Gala",1,"Excellent",113,1,2,673
"Pink Lady",2,"Excellent",113,2,1,674
"Red Delicious",1.5,"Excellent",113,2,2,674
"Honeycrisp",1,"Average",113,3,1,675
"Pink Lady",3,"Average",113,3,2,675
"Honeycrisp",1,"Excellent",113,4,1,676
"Gala",2,"Average",113,4,2,676
"Fuji",1.5,"Excellent",113,5,1,677
"Pink Lady",1,"Excellent",113,5,2,677
"Fuji",1,"Poor",113,6,1,678
"Honeycrisp",3,"Average",113,6,2,678
"Pink Lady",3.5,"Excellent",114,1,1,679
"Gala",1,"Poor",114,1,2,679
"Pink Lady",3.5,"Excellent",114,2,1,680
"Fuji",4,"Poor",114,2,2,680
"Gala",1.5,"Average",114,3,1,681
"Fuji",3,"Excellent",114,3,2,681
"Red Delicious",1,"Average",114,4,1,682
"Gala",4,"Excellent",114,4,2,682
"Gala",2,"Excellent",114,5,1,683
"Gala",3.5,"Average",114,5,2,683
"Red Delicious",3.5,"Average",114,6,1,684
"Pink Lady",1,"Excellent",114,6,2,684
"Pink Lady",1,"Excellent",115,1,1,685
"Fuji",3,"Average",115,1,2,685
"Red Delicious",1,"Average",115,2,1,686
"Gala",2,"Excellent",115,2,2,686
"Gala",2.5,"Poor",115,3,1,687
"Fuji",2.5,"Poor",115,3,2,687
"Gala",2.5,"Poor",115,4,1,688
"Gala",1.5,"Excellent",115,4,2,688
"Pink Lady",3,"Excellent",115,5,1,689
"Red Delicious",3,"Average",115,5,2,689
"Fuji",3.5,"Excellent",115,6,1,690
"Honeycrisp",1,"Poor",115,6,2,690
"Gala",1,"Average",116,1,1,691
"Pink Lady",2,"Excellent",116,1,2,691
"Pink Lady",2.5,"Poor",116,2,1,692
"Pink Lady",2,"Poor",116,2,2,692
"Pink Lady",1,"Average",116,3,1,693
"Fuji",3.5,"Average",116,3,2,693
"Fuji",1.5,"Average",116,4,1,694
"Honeycrisp",1.5,"Excellent",116,4,2,694
"Honeycrisp",1.5,"Excellent",116,5,1,695
"Gala",2.5,"Average",116,5,2,695
"Pink Lady",2.5,"Poor",116,6,1,696
"Honeycrisp",2,"Average",116,6,2,696
"Pink Lady",2.5,"Average",117,1,1,697
"Gala",4,"Average",117,1,2,697
"Pink Lady",3.5,"Poor",117,2,1,698
"Honeycrisp",3,"Average",117,2,2,698
"Honeycrisp",4,"Excellent",117,3,1,699
"Honeycrisp",1.5,"Poor",117,3,2,699
"Fuji",3.5,"Excellent",117,4,1,700
"Red Delicious",2,"Excellent",117,4,2,700
"Fuji",3.5,"Excellent",117,5,1,701
"Red Delicious",1,"Average",117,5,2,701
"Red Delicious",2.5,"Poor",117,6,1,702
"Red Delicious",1,"Average",117,6,2,702
"Gala",3,"Average",118,1,1,703
"Red Delicious",1.5,"Excellent",118,1,2,703
"Fuji",4,"Excellent",118,2,1,704
"Honeycrisp",1.5,"Excellent",118,2,2,704
"Gala",3,"Excellent",118,3,1,705
"Honeycrisp",2,"Excellent",118,3,2,705
"Honeycrisp",2,"Poor",118,4,1,706
"Red Delicious",2,"Poor",118,4,2,706
"Gala",3,"Excellent",118,5,1,707
"Gala",2,"Poor",118,5,2,707
"Pink Lady",3,"Excellent",118,6,1,708
"Gala",1,"Poor",118,6,2,708
"Red Delicious",3.5,"Excellent",119,1,1,709
"Red Delicious",2,"Average",119,1,2,709
"Pink Lady",2.5,"Excellent",119,2,1,710
"Pink Lady",2,"Poor",119,2,2,710
"Pink Lady",3.5,"Poor",119,3,1,711
"Gala",2,"Poor",119,3,2,711
"Pink Lady",3.5,"Excellent",119,4,1,712
"Red Delicious",1.5,"Excellent",119,4,2,712
"Fuji",1,"Average",119,5,1,713
"Gala",2,"Poor",119,5,2,713
"Gala",3,"Poor",119,6,1,714
"Pink Lady",1.5,"Poor",119,6,2,714
"Pink Lady",3,"Average",120,1,1,715
"Pink Lady",1.5,"Excellent",120,1,2,715
"Honeycrisp",3,"Excellent",120,2,1,716
"Fuji",3,"Average",120,2,2,716
"Gala",1.5,"Average",120,3,1,717
"Red Delicious",3,"Excellent",120,3,2,717
"Gala",2,"Average",120,4,1,718
"Red Delicious",3,"Excellent",120,4,2,718
"Pink Lady",2.5,"Average",120,5,1,719
"Gala",3.5,"Excellent",120,5,2,719
"Honeycrisp",2,"Average",120,6,1,720
"Fuji",2.5,"Excellent",120,6,2,720
"Pink Lady",2,"Excellent",121,1,1,721
"Pink Lady",3,"Poor",121,1,2,721
"Pink Lady",2,"Poor",121,2,1,722
"Red Delicious",4,"Average",121,2,2,722
"Honeycrisp",4,"Average",121,3,1,723
"Pink Lady",2,"Poor",121,3,2,723
"Honeycrisp",3.5,"Excellent",121,4,1,724
"Red Delicious",3.5,"Poor",121,4,2,724
"Honeycrisp",2.5,"Poor",121,5,1,725
"Pink Lady",4,"Poor",121,5,2,725
"Honeycrisp",1,"Excellent",121,6,1,726
"Gala",3,"Average",121,6,2,726
"Gala",2,"Poor",122,1,1,727
"Pink Lady",2.5,"Excellent",122,1,2,727
"Gala",1.5,"Average",122,2,1,728
"Red Delicious",3,"Poor",122,2,2,728
"Pink Lady",2.5,"Poor",122,3,1,729
"Fuji",3.5,"Excellent",122,3,2,729
"Honeycrisp",2,"Excellent",122,4,1,730
"Gala",3.5,"Average",122,4,2,730
"Gala",2,"Average",122,5,1,731
"Pink Lady",4,"Excellent",122,5,2,731
"Fuji",1,"Poor",122,6,1,732
"Fuji",1,"Excellent",122,6,2,732
"Honeycrisp",3.5,"Average",123,1,1,733
"Red Delicious",2.5,"Poor",123,1,2,733
"Red Delicious",3,"Excellent",123,2,1,734
"Pink Lady",2,"Excellent",123,2,2,734
"Gala",4,"Excellent",123,3,1,735
"Gala",1,"Poor",123,3,2,735
"Gala",4,"Poor",123,4,1,736
"Pink Lady",1.5,"Poor",123,4,2,736
"Gala",1.5,"Average",123,5,1,737
"Red Delicious",1,"Excellent",123,5,2,737
"Red Delicious",1.5,"Average",123,6,1,738
"Honeycrisp",1,"Average",123,6,2,738
"Honeycrisp",4,"Poor",124,1,1,739
"Pink Lady",2.5,"Poor",124,1,2,739
"Fuji",3,"Poor",124,2,1,740
"Gala",1,"Excellent",124,2,2,740
"Gala",3.5,"Excellent",124,3,1,741
"Honeycrisp",2,"Poor",124,3,2,741
"Pink Lady",3,"Average",124,4,1,742
"Honeycrisp",1.5,"Average",124,4,2,742
"Honeycrisp",1.5,"Excellent",124,5,1,743
"Gala",3,"Poor",124,5,2,743
"Fuji",2,"Poor",124,6,1,744
"Red Delicious",2,"Average",124,6,2,744
"Fuji",1,"Average",125,1,1,745
"Honeycrisp",3.5,"Average",125,1,2,745
"Fuji",2,"Excellent",125,2,1,746
"Pink Lady",3,"Excellent",125,2,2,746
"Honeycrisp",2.5,"Excellent",125,3,1,747
"Gala",2.5,"Average",125,3,2,747
"Gala",3,"Average",125,4,1,748
"Red Delicious",4,"Excellent",125,4,2,748
"Fuji",3,"Average",125,5,1,749
"Pink Lady",3,"Poor",125,5,2,749
"Honeycrisp",3.5,"Poor",125,6,1,750
"Gala",3.5,"Average",125,6,2,750
"Red Delicious",2.5,"Excellent",126,1,1,751
"Red Delicious",2,"Excellent",126,1,2,751
"Honeycrisp",4,"Excellent",126,2,1,752
"Red Delicious",4,"Excellent",126,2,2,752
"Fuji",3,"Poor",126,3,1,753
"Red Delicious",4,"Average",126,3,2,753
"Red Delicious",1.5,"Average",126,4,1,754
"Honeycrisp",2.5,"Excellent",126,4,2,754
"Pink Lady",3,"Poor",126,5,1,755
"Red Delicious",4,"Average",126,5,2,755
"Pink Lady",3.5,"Poor",126,6,1,756
"Pink Lady",1.5,"Excellent",126,6,2,756
"Red Delicious",1,"Excellent",127,1,1,757
"Red Delicious",2,"Excellent",127,1,2,757
"Pink Lady",1.5,"Excellent",127,2,1,758
"Gala",2.5,"Average",127,2,2,758
"Gala",3.5,"Poor",127,3,1,759
"Honeycrisp",4,"Average",127,3,2,759
"Gala",1.5,"Poor",127,4,1,760
"Red Delicious",2.5,"Poor",127,4,2,760
"Fuji",3.5,"Excellent",127,5,1,761
"Red Delicious",2.5,"Poor",127,5,2,761
"Honeycrisp",4,"Average",127,6,1,762
"Gala",1.5,"Average",127,6,2,762
"Honeycrisp",3,"Poor",128,1,1,763
"Honeycrisp",3.5,"Poor",128,1,2,763
"Gala",2.5,"Poor",128,2,1,764
"Fuji",4,"Excellent",128,2,2,764
"Pink Lady",3,"Excellent",128,3,1,765
"Honeycrisp",3,"Excellent",128,3,2,765
"Fuji",1,"Poor",128,4,1,766
"Red Delicious",2,"Excellent",128,4,2,766
"Pink Lady",1,"Average",128,5,1,767
"Pink Lady",3.5,"Poor",128,5,2,767
"Gala",3.5,"Average",128,6,1,768
"Pink Lady",1,"Average",128,6,2,768
"Red Delicious",3.5,"Poor",129,1,1,769
"Red Delicious",1.5,"Poor",129,1,2,769
"Red Delicious",4,"Average",129,2,1,770
"Red Delicious",3.5,"Poor",129,2,2,770
"Honeycrisp",3,"Average",129,3,1,771
"Red Delicious",1,"Average",129,3,2,771
"Gala",1.5,"Excellent",129,4,1,772
"Pink Lady",1,"Average",129,4,2,772
"Fuji",2,"Excellent",129,5,1,773
"Fuji",1,"Average",129,5,2,773
"Pink Lady",3,"Excellent",129,6,1,774
"Pink Lady",4,"Average",129,6,2,774
"Fuji",1.5,"Poor",130,1,1,775
"Pink Lady",4,"Excellent",130,1,2,775
"Gala",2,"Poor",130,2,1,776
"Honeycrisp",2,"Average",130,2,2,776
"Gala",1.5,"Average",130,3,1,777
"Gala",1.5,"Excellent",130,3,2,777
"Honeycrisp",3,"Poor",130,4,1,778
"Pink Lady",2.5,"Poor",130,4,2,778
"Fuji",2,"Average",130,5,1,779
"Gala",2.5,"Excellent",130,5,2,779
"Fuji",2,"Poor",130,6,1,780
"Honeycrisp",2.5,"Average",130,6,2,780
"Pink Lady",2,"Average",131,1,1,781
"Honeycrisp",3.5,"Excellent",131,1,2,781
"Red Delicious",3,"Average",131,2,1,782
"Fuji",1.5,"Average",131,2,2,782
"Honeycrisp",3.5,"Excellent",131,3,1,783
"Red Delicious",1,"Poor",131,3,2,783
"Red Delicious",2,"Excellent",131,4,1,784
"Honeycrisp",2,"Excellent",131,4,2,784
"Pink Lady",3,"Poor",131,5,1,785
"Honeycrisp",3.5,"Average",131,5,2,785
"Red Delicious",3.5,"Excellent",131,6,1,786
"Fuji",2.5,"Excellent",131,6,2,786
"Red Delicious",3.5,"Average",132,1,1,787
"Red Delicious",1,"Average",132,1,2,787
"Red Delicious",3,"Average",132,2,1,788
"Gala",3,"Average",132,2,2,788
"Fuji",3.5,"Poor",132,3,1,789
"Fuji",1,"Excellent",132,3,2,789
"Pink Lady",3.5,"Average",132,4,1,790
"Red Delicious",3.5,"Average",132,4,2,790
"Fuji",3,"Poor",132,5,1,791
"Red Delicious",2.5,"Excellent",132,5,2,791
"Fuji",4,"Average",132,6,1,792
"Red Delicious",4,"Excellent",132,6,2,792
"Honeycrisp",3,"Poor",133,1,1,793
"Fuji",3,"Poor",133,1,2,793
"Red Delicious",2,"Excellent",133,2,1,794
"Pink Lady",3.5,"Poor",133,2,2,794
"Honeycrisp",1,"Poor",133,3,1,795
"Honeycrisp",3.5,"Excellent",133,3,2,795
"Honeycrisp",3.5,"Excellent",133,4,1,796
"Fuji",2.5,"Poor",133,4,2,796
"Fuji",1,"Excellent",133,5,1,797
"Honeycrisp",3,"Poor",133,5,2,797
"Red Delicious",2.5,"Excellent",133,6,1,798
"Fuji",3,"Average",133,6,2,798
"Gala",3.5,"Average",134,1,1,799
"Pink Lady",1,"Poor",134,1,2,799
"Honeycrisp",3,"Excellent",134,2,1,800
"Red Delicious",3,"Average",134,2,2,800
"Gala",1.5,"Average",134,3,1,801
"Gala",4,"Poor",134,3,2,801
"Fuji",1,"Excellent",134,4,1,802
"Red Delicious",3,"Excellent",134,4,2,802
"Fuji",2,"Poor",134,5,1,803
"Red Delicious",4,"Poor",134,5,2,803
"Honeycrisp",2,"Average",134,6,1,804
"Honeycrisp",2.5,"Excellent",134,6,2,804
"Honeycrisp",2,"Average",135,1,1,805
"Gala",2,"Average",135,1,2,805
"Gala",1.5,"Average",135,2,1,806
"Fuji",4,"Average",135,2,2,806
"Fuji",2.5,"Excellent",135,3,1,807
"Gala",1.5,"Poor",135,3,2,807
"Red Delicious",4,"Poor",135,4,1,808
"Honeycrisp",4,"Excellent",135,4,2,808
"Red Delicious",1.5,"Average",135,5,1,809
"Fuji",2,"Poor",135,5,2,809
"Honeycrisp",1,"Poor",135,6,1,810
"Fuji",3,"Excellent",135,6,2,810
"Honeycrisp",4,"Average",136,1,1,811
"Fuji",4,"Excellent",136,1,2,811
"Red Delicious",1,"Average",136,2,1,812
"Gala",4,"Excellent",136,2,2,812
"Gala",2,"Poor",136,3,1,813
"Honeycrisp",4,"Excellent",136,3,2,813
"Pink Lady",3.5,"Average",136,4,1,814
"Gala",2,"Excellent",136,4,2,814
"Fuji",3.5,"Poor",136,5,1,815
"Fuji",2,"Average",136,5,2,815
"Honeycrisp",2,"Poor",136,6,1,816
"Gala",4,"Average",136,6,2,816
"Fuji",3,"Poor",137,1,1,817
"Honeycrisp",2,"Average",137,1,2,817
"Gala",1.5,"Average",137,2,1,818
"Honeycrisp",4,"Excellent",137,2,2,818
"Honeycrisp",2.5,"Poor",137,3,1,819
"Fuji",1.5,"Excellent",137,3,2,819
"Fuji",2.5,"Poor",137,4,1,820
"Honeycrisp",2.5,"Excellent",137,4,2,820
"Pink Lady",2.5,"Average",137,5,1,821
"Gala",3.5,"Average",137,5,2,821
"Pink Lady",4,"Poor",137,6,1,822
"Red Delicious",1.5,"Poor",137,6,2,822
"Fuji",2,"Excellent",138,1,1,823
"Fuji",3,"Excellent",138,1,2,823
"Pink Lady",3.5,"Average",138,2,1,824
"Honeycrisp",2.5,"Poor",138,2,2,824
"Honeycrisp",1,"Excellent",138,3,1,825
"Fuji",3,"Excellent",138,3,2,825
"Gala",1,"Excellent",138,4,1,826
"Honeycrisp",3.5,"Average",138,4,2,826
"Red Delicious",2,"Average",138,5,1,827
"Gala",2.5,"Excellent",138,5,2,827
"Fuji",4,"Poor",138,6,1,828
"Gala",3,"Average",138,6,2,828
"Red Delicious",1,"Average",139,1,1,829
"Fuji",2.5,"Poor",139,1,2,829
"Pink Lady",2,"Excellent",139,2,1,830
"Red Delicious",3,"Poor",139,2,2,830
"Honeycrisp",1.5,"Excellent",139,3,1,831
"Gala",3,"Average",139,3,2,831
"Pink Lady",3,"Excellent",139,4,1,832
"Red Delicious",2,"Poor",139,4,2,832
"Honeycrisp",3,"Excellent",139,5,1,833
"Gala",4,"Excellent",139,5,2,833
"Gala",2,"Excellent",139,6,1,834
"Fuji",4,"Poor",139,6,2,834
"Pink Lady",1,"Poor",140,1,1,835
"Red Delicious",2,"Excellent",140,1,2,835
"Pink Lady",3,"Poor",140,2,1,836
"Gala",3,"Average",140,2,2,836
"Gala",2,"Poor",140,3,1,837
"Red Delicious",3,"Poor",140,3,2,837
"Honeycrisp",1,"Excellent",140,4,1,838
"Pink Lady",2,"Poor",140,4,2,838
"Red Delicious",3.5,"Excellent",140,5,1,839
"Red Delicious",2,"Poor",140,5,2,839
"Gala",2.5,"Average",140,6,1,840
"Honeycrisp",4,"Excellent",140,6,2,840
"Honeycrisp",2.5,"Excellent",141,1,1,841
"Gala",2.5,"Excellent",141,1,2,841
"Fuji",3,"Average",141,2,1,842
"Gala",2.5,"Poor",141,2,2,842
"Honeycrisp",3,"Poor",141,3,1,843
"Pink Lady",1,"Poor",141,3,2,843
"Red Delicious",2.5,"Excellent",141,4,1,844
"Fuji",1.5,"Poor",141,4,2,844
"Pink Lady",2,"Poor",141,5,1,845
"Gala",4,"Poor",141,5,2,845
"Fuji",4,"Excellent",141,6,1,846
"Red Delicious",3.5,"Poor",141,6,2,846
"Pink Lady",1.5,"Average",142,1,1,847
"Pink Lady",3.5,"Excellent",142,1,2,847
"Gala",2,"Poor",142,2,1,848
"Gala",1.5,"Excellent",142,2,2,848
"Honeycrisp",2,"Excellent",142,3,1,849
"Pink Lady",3.5,"Average",142,3,2,849
"Pink Lady",3,"Poor",142,4,1,850
"Honeycrisp",3.5,"Excellent",142,4,2,850
"Fuji",3.5,"Excellent",142,5,1,851
"Honeycrisp",1,"Excellent",142,5,2,851
"Pink Lady",2.5,"Poor",142,6,1,852
"Fuji",1,"Excellent",142,6,2,852
"Honeycrisp",3.5,"Excellent",143,1,1,853
"Honeycrisp",3.5,"Excellent",143,1,2,853
"Pink Lady",1.5,"Poor",143,2,1,854
"Honeycrisp",2,"Average",143,2,2,854
"Fuji",2.5,"Average",143,3,1,855
"Honeycrisp",1,"Poor",143,3,2,855
"Red Delicious",1.5,"Average",143,4,1,856
"Fuji",4,"Average",143,4,2,856
"Pink Lady",2.5,"Average",143,5,1,857
"Gala",1,"Poor",143,5,2,857
"Honeycrisp",1.5,"Excellent",143,6,1,858
"Red Delicious",3.5,"Average",143,6,2,858
"Fuji",1,"Average",144,1,1,859
"Red Delicious",2.5,"Average",144,1,2,859
"Gala",1,"Poor",144,2,1,860
"Honeycrisp",2,"Poor",144,2,2,860
"Pink Lady",1,"Average",144,3,1,861
"Pink Lady",3,"Poor",144,3,2,861
"Red Delicious",1,"Poor",144,4,1,862
"Honeycrisp",3.5,"Poor",144,4,2,862
"Pink Lady",1.5,"Average",144,5,1,863
"Pink Lady",4,"Average",144,5,2,863
"Red Delicious",2.5,"Average",144,6,1,864
"Red Delicious",2,"Excellent",144,6,2,864
"Gala",2,"Excellent",145,1,1,865
"Red Delicious",4,"Average",145,1,2,865
"Honeycrisp",2,"Excellent",145,2,1,866
"Honeycrisp",4,"Average",145,2,2,866
"Pink Lady",1,"Excellent",145,3,1,867
"Red Delicious",1.5,"Poor",145,3,2,867
"Honeycrisp",3,"Poor",145,4,1,868
"Honeycrisp",4,"Poor",145,4,2,868
"Honeycrisp",1,"Excellent",145,5,1,869
"Honeycrisp",4,"Excellent",145,5,2,869
"Honeycrisp",1,"Average",145,6,1,870
"Gala",4,"Poor",145,6,2,870
"Pink Lady",1,"Excellent",146,1,1,871
"Red Delicious",1,"Average",146,1,2,871
"Gala",3,"Poor",146,2,1,872
"Fuji",2,"Poor",146,2,2,872
"Gala",3.5,"Average",146,3,1,873
"Gala",2,"Excellent",146,3,2,873
"Red Delicious",1,"Excellent",146,4,1,874
"Red Delicious",1,"Excellent",146,4,2,874
"Pink Lady",1.5,"Average",146,5,1,875
"Red Delicious",3.5,"Poor",146,5,2,875
"Pink Lady",4,"Average",146,6,1,876
"Fuji",3,"Average",146,6,2,876
"Gala",3.5,"Excellent",147,1,1,877
"Gala",3.5,"Average",147,1,2,877
"Fuji",2.5,"Excellent",147,2,1,878
"Gala",1,"Poor",147,2,2,878
"Honeycrisp",3,"Average",147,3,1,879
"Pink Lady",1,"Poor",147,3,2,879
"Gala",2,"Average",147,4,1,880
"Fuji",2,"Average",147,4,2,880
"Red Delicious",3.5,"Poor",147,5,1,881
"Red Delicious",2,"Average",147,5,2,881
"Red Delicious",4,"Poor",147,6,1,882
"Gala",3,"Average",147,6,2,882
"Honeycrisp",2,"Average",148,1,1,883
"Honeycrisp",2.5,"Average",148,1,2,883
"Fuji",3.5,"Excellent",148,2,1,884
"Fuji",3.5,"Poor",148,2,2,884
"Red Delicious",1,"Excellent",148,3,1,885
"Fuji",3.5,"Poor",148,3,2,885
"Gala",2.5,"Average",148,4,1,886
"Fuji",2.5,"Excellent",148,4,2,886
"Red Delicious",1.5,"Average",148,5,1,887
"Pink Lady",1,"Poor",148,5,2,887
"Pink Lady",3,"Average",148,6,1,888
"Fuji",3.5,"Excellent",148,6,2,888
"Fuji",3,"Excellent",149,1,1,889
"Red Delicious",1.5,"Excellent",149,1,2,889
"Pink Lady",2,"Excellent",149,2,1,890
"Pink Lady",3,"Excellent",149,2,2,890
"Red Delicious",3.5,"Poor",149,3,1,891
"Pink Lady",4,"Average",149,3,2,891
"Pink Lady",1,"Average",149,4,1,892
"Fuji",3,"Poor",149,4,2,892
"Honeycrisp",1.5,"Poor",149,5,1,893
"Pink Lady",3.5,"Excellent",149,5,2,893
"Pink Lady",4,"Excellent",149,6,1,894
"Gala",3,"Excellent",149,6,2,894
"Pink Lady",3.5,"Excellent",150,1,1,895
"Gala",3.5,"Average",150,1,2,895
"Red Delicious",1.5,"Average",150,2,1,896
"Fuji",3.5,"Average",150,2,2,896
"Red Delicious",2.5,"Poor",150,3,1,897
"Fuji",2.5,"Average",150,3,2,897
"Pink Lady",2.5,"Poor",150,4,1,898
"Gala",3.5,"Average",150,4,2,898
"Honeycrisp",2,"Average",150,5,1,899
"Pink Lady",2,"Excellent",150,5,2,899
"Red Delicious",1,"Poor",150,6,1,900
"Red Delicious",3,"Excellent",150,6,2,900
"Red Delicious",3.5,"Average",151,1,1,901
"Pink Lady",2.5,"Excellent",151,1,2,901
"Red Delicious",1,"Poor",151,2,1,902
"Fuji",4,"Average",151,2,2,902
"Fuji",4,"Poor",151,3,1,903
"Red Delicious",2,"Average",151,3,2,903
"Fuji",1,"Poor",151,4,1,904
"Fuji",1.5,"Poor",151,4,2,904
"Gala",2,"Poor",151,5,1,905
"Honeycrisp",2.5,"Excellent",151,5,2,905
"Honeycrisp",3.5,"Average",151,6,1,906
"Fuji",1.5,"Average",151,6,2,906
"Pink Lady",1.5,"Average",152,1,1,907
"Fuji",2,"Excellent",152,1,2,907
"Gala",4,"Poor",152,2,1,908
